Date,No of Persons,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER
4,254,25.4,8.9,6.35,3.2,13.60714286,8.9,12.7,7.7,18.14285714,6.7,32.65714286,3.2,7.257142857,0,22.67857143,13.8,27.21428571,6.7,44.45,13.1,199.5714286,12,1.814285714,0.8,36.28571429,5.4,816.4285714,21.6,5.442857143,3.3,36.28571429,9.9,44.45,14.9,907.1428571,19.7,199.5714286,14.6,9.071428571,4.9,2.267857143,1
5,261,26.1,3.3,6.525,1.2,13.98214286,3.3,13.05,4.9,18.64285714,2.6,33.55714286,1,7.457142857,0,23.30357143,9,27.96428571,2,45.675,5.4,205.0714286,6.5,1.864285714,0.3,37.28571429,3.6,838.9285714,16.5,5.592857143,1.8,37.28571429,2.2,45.675,1.3,932.1428571,11.2,205.0714286,6,9.321428571,2.1,2.330357143,0.1
6,273,27.3,8,6.825,4.8,14.625,7.6,13.65,9.9,19.5,7.8,35.1,3.3,7.8,0,24.375,13.1,29.25,8.6,47.775,15.2,214.5,13.3,1.95,0.9,39,6,877.5,20.5,5.85,3.8,39,15,47.775,11,975,18.6,214.5,11.2,9.75,4,2.4375,1
7,303,30.3,6.9,7.575,3.5,16.23214286,8.8,15.15,8.5,21.64285714,7,38.95714286,3.6,8.657142857,0,27.05357143,12.6,32.46428571,6.7,53.025,10.7,238.0714286,12.2,2.164285714,1.2,43.28571429,4.9,973.9285714,17.5,6.492857143,3.1,43.28571429,9,53.025,14.2,1082.142857,14.1,238.0714286,12.9,10.82142857,3,2.705357143,1
1,257,25.7,7.1,6.425,3.6,13.76785714,6.7,12.85,9.9,18.35714286,5.1,33.04285714,3.7,7.342857143,0,22.94642857,14.2,27.53571429,8.3,44.975,12.1,201.9285714,12.2,1.835714286,0.5,36.71428571,6.6,826.0714286,22.2,5.507142857,3.1,36.71428571,13.1,44.975,11.4,917.8571429,21.4,201.9285714,13.6,9.178571429,5.6,2.294642857,1
2,284,28.4,6.1,7.1,4.1,15.21428571,6.8,14.2,5.3,20.28571429,7,36.51428571,3.1,8.114285714,0,25.35714286,12,30.42857143,6.7,49.7,10.7,223.1428571,13,2.028571429,1.2,40.57142857,6.5,912.8571429,26.8,6.085714286,3.5,40.57142857,16.4,49.7,11.8,1014.285714,16.5,223.1428571,12,10.14285714,3.9,2.535714286,1
3,275,27.5,8.5,6.875,4.1,14.73214286,7.7,13.75,9.1,19.64285714,8,35.35714286,3,7.857142857,0,24.55357143,11.5,29.46428571,6.8,48.125,13.9,216.0714286,12.7,1.964285714,0.6,39.28571429,6.7,883.9285714,19,5.892857143,3.2,39.28571429,10.8,48.125,11.1,982.1428571,21.7,216.0714286,12.9,9.821428571,5.2,2.455357143,1
4,280,28,6.9,7,3.3,15,5.1,14,9.1,20,9,36,3.1,8,0,25,14.4,30,6.9,49,14.1,220,13.1,2,0.8,40,6.1,900,22.9,6,3.8,40,12.1,49,8.6,1000,16.9,220,15,10,5.8,2.5,1
5,267,26.7,3.3,6.675,2,14.30357143,3.5,13.35,4.8,19.07142857,1,34.32857143,1.5,7.628571429,0,23.83928571,6.4,28.60714286,5.1,46.725,4.3,209.7857143,8.8,1.907142857,0.1,38.14285714,2.1,858.2142857,14.6,5.721428571,1.6,38.14285714,6.6,46.725,4.7,953.5714286,7.6,209.7857143,9.3,9.535714286,1.4,2.383928571,0.1
6,296,29.6,6.4,7.4,4.2,15.85714286,7.2,14.8,8,21.14285714,8.3,38.05714286,3.8,8.457142857,0,26.42857143,13.9,31.71428571,7,51.8,10.8,232.5714286,12.8,2.114285714,1.2,42.28571429,5,951.4285714,18.1,6.342857143,3,42.28571429,10,51.8,14.7,1057.142857,20.3,232.5714286,12.4,10.57142857,3.5,2.642857143,1
7,277,27.7,5.9,6.925,4.4,14.83928571,6.8,13.85,5.6,19.78571429,8.5,35.61428571,3.7,7.914285714,0,24.73214286,12.7,29.67857143,7.3,48.475,13.8,217.6428571,11,1.978571429,0.7,39.57142857,5.1,890.3571429,19.2,5.935714286,3.8,39.57142857,18.4,48.475,13,989.2857143,14.1,217.6428571,14.2,9.892857143,5.2,2.473214286,1
1,289,28.9,5.4,7.225,4.1,15.48214286,7.9,14.45,6.3,20.64285714,7.3,37.15714286,3,8.257142857,0,25.80357143,14.7,30.96428571,8.2,50.575,12.6,227.0714286,12.7,2.064285714,1.1,41.28571429,7.1,928.9285714,22.4,6.192857143,3,41.28571429,20.2,50.575,11.6,1032.142857,18.7,227.0714286,13.7,10.32142857,5.6,2.580357143,1
2,284,28.4,8,7.1,4.9,15.21428571,6.6,14.2,9.6,20.28571429,9.9,36.51428571,3.4,8.114285714,0,25.35714286,12.7,30.42857143,7.2,49.7,10.6,223.1428571,11.8,2.028571429,1.2,40.57142857,5.8,912.8571429,23.1,6.085714286,3.3,40.57142857,16.3,49.7,12,1014.285714,16.4,223.1428571,13.1,10.14285714,5.3,2.535714286,1
3,302,30.2,2.7,7.55,1.1,16.17857143,1.1,15.1,1.1,21.57142857,2.2,38.82857143,1.4,8.628571429,0,26.96428571,9.7,32.35714286,5.9,52.85,6.5,237.2857143,7.8,2.157142857,0.3,43.14285714,1.3,970.7142857,15.8,6.471428571,1.8,43.14285714,3.2,52.85,7.7,1078.571429,12.6,237.2857143,6.4,10.78571429,1.7,2.696428571,0.2
4,256,25.6,7.7,6.4,4.1,13.71428571,8.9,12.8,7,18.28571429,8.1,32.91428571,3.8,7.314285714,0,22.85714286,14.3,27.42857143,8.2,44.8,15.2,201.1428571,13.1,1.828571429,0.8,36.57142857,6.8,822.8571429,25.6,5.485714286,3.5,36.57142857,14.8,44.8,14.6,914.2857143,17.7,201.1428571,11.6,9.142857143,5.5,2.285714286,1
5,306,30.6,8.3,7.65,4.8,16.39285714,8.3,15.3,9.8,21.85714286,5.2,39.34285714,3.4,8.742857143,0,27.32142857,11.7,32.78571429,6.2,53.55,12.7,240.4285714,11.1,2.185714286,0.8,43.71428571,7.4,983.5714286,25.8,6.557142857,3.8,43.71428571,13.2,53.55,10.4,1092.857143,21.8,240.4285714,12.4,10.92857143,3.5,2.732142857,1
6,250,25,8.4,6.25,4.1,13.39285714,8.1,12.5,6.6,17.85714286,9.1,32.14285714,3.5,7.142857143,0,22.32142857,14.5,26.78571429,7.2,43.75,11,196.4285714,11.6,1.785714286,1.2,35.71428571,7.3,803.5714286,18.1,5.357142857,3.3,35.71428571,12.1,43.75,10.9,892.8571429,18.6,196.4285714,13.2,8.928571429,5.7,2.232142857,1
7,283,28.3,5.4,7.075,4.8,15.16071429,6,14.15,5.2,20.21428571,7.6,36.38571429,3.9,8.085714286,0,25.26785714,13.5,30.32142857,6.9,49.525,14.1,222.3571429,12.5,2.021428571,0.7,40.42857143,5.2,909.6428571,26.9,6.064285714,3.1,40.42857143,13.5,49.525,11.9,1010.714286,18.3,222.3571429,15.4,10.10714286,5.4,2.526785714,1
1,296,29.6,5.2,7.4,4.3,15.85714286,5.4,14.8,9.1,21.14285714,8.6,38.05714286,3,8.457142857,0,26.42857143,14.8,31.71428571,6.4,51.8,14.3,232.5714286,11.1,2.114285714,0.9,42.28571429,4.7,951.4285714,21.7,6.342857143,3.4,42.28571429,11.6,51.8,8.1,1057.142857,21.3,232.5714286,14.7,10.57142857,5.1,2.642857143,1
2,254,25.4,2.7,6.35,2.6,13.60714286,1.9,12.7,3.3,18.14285714,2.3,32.65714286,2.3,7.257142857,0,22.67857143,5.6,27.21428571,2.9,44.45,7.8,199.5714286,8.4,1.814285714,0.2,36.28571429,2.2,816.4285714,10.3,5.442857143,2.1,36.28571429,5.6,44.45,4.9,907.1428571,11.4,199.5714286,6.1,9.071428571,1.6,2.267857143,0.8
3,265,26.5,3.6,6.625,2,14.19642857,3.8,13.25,1.2,18.92857143,1.1,34.07142857,1.1,7.571428571,0,23.66071429,4,28.39285714,2.9,46.375,3.9,208.2142857,8.5,1.892857143,0.4,37.85714286,3.3,851.7857143,10.6,5.678571429,1.8,37.85714286,5.7,46.375,5.8,946.4285714,13.8,208.2142857,8,9.464285714,2.9,2.366071429,0.7
4,271,27.1,2.3,6.775,2,14.51785714,2.9,13.55,1,19.35714286,4.5,34.84285714,1.6,7.742857143,0,24.19642857,6.6,29.03571429,2,47.425,5.1,212.9285714,9,1.935714286,0.1,38.71428571,2.9,871.0714286,12.2,5.807142857,2.8,38.71428571,2.4,47.425,4.8,967.8571429,13.2,212.9285714,8.5,9.678571429,1,2.419642857,0.8
5,283,28.3,5.7,7.075,4.5,15.16071429,4.8,14.15,6,20.21428571,5.9,36.38571429,3,8.085714286,0,25.26785714,14.3,30.32142857,7.3,49.525,11.1,222.3571429,12.1,2.021428571,0.7,40.42857143,6.4,909.6428571,20.5,6.064285714,3.1,40.42857143,15.5,49.525,12.7,1010.714286,21.6,222.3571429,11.2,10.10714286,3.6,2.526785714,1
6,276,27.6,8.9,6.9,4.6,14.78571429,4.1,13.8,6,19.71428571,6.4,35.48571429,3,7.885714286,0,24.64285714,12.5,29.57142857,8.5,48.3,13.1,216.8571429,11,1.971428571,0.8,39.42857143,5.5,887.1428571,26.4,5.914285714,3.3,39.42857143,9.8,48.3,12.3,985.7142857,19.9,216.8571429,14.9,9.857142857,5.4,2.464285714,1
7,267,26.7,3.2,6.675,2.3,14.30357143,3.9,13.35,1.8,19.07142857,3.9,34.32857143,1.3,7.628571429,0,23.83928571,7.9,28.60714286,2.1,46.725,7.3,209.7857143,6.3,1.907142857,0.1,38.14285714,1,858.2142857,9.5,5.721428571,1.1,38.14285714,5.7,46.725,1.1,953.5714286,11.3,209.7857143,10.3,9.535714286,1.8,2.383928571,0.7
1,280,28,8.8,7,4.5,15,4.8,14,5.6,20,6.5,36,3.6,8,0,25,13.9,30,8.4,49,15.5,220,12,2,0.9,40,5.5,900,26.9,6,3.9,40,17.2,49,14.5,1000,18.4,220,14.1,10,3.7,2.5,1
2,270,27,4,6.75,2.7,14.46428571,2.8,13.5,2.2,19.28571429,2.4,34.71428571,2.1,7.714285714,0,24.10714286,8.2,28.92857143,3.6,47.25,1.5,212.1428571,8.3,1.928571429,0.4,38.57142857,1.1,867.8571429,11.1,5.785714286,1,38.57142857,3,47.25,6.2,964.2857143,10.5,212.1428571,7.7,9.642857143,2.3,2.410714286,0.1
3,285,28.5,8.9,7.125,3.9,15.26785714,8.7,14.25,7.6,20.35714286,7.8,36.64285714,3.4,8.142857143,0,25.44642857,13.6,30.53571429,7.2,49.875,11.1,223.9285714,11.6,2.035714286,0.5,40.71428571,5.2,916.0714286,21.4,6.107142857,3.9,40.71428571,12.6,49.875,13.1,1017.857143,18.3,223.9285714,12.3,10.17857143,3.2,2.544642857,1
4,301,30.1,7.5,7.525,3.3,16.125,4,15.05,8,21.5,9.6,38.7,3.1,8.6,0,26.875,12.9,32.25,6.2,52.675,11,236.5,12.7,2.15,0.9,43,7,967.5,25.3,6.45,3.3,43,15.8,52.675,9.8,1075,17.2,236.5,11.2,10.75,5,2.6875,1
5,295,29.5,7.7,7.375,3.8,15.80357143,5.9,14.75,5.6,21.07142857,6.9,37.92857143,3.8,8.428571429,0,26.33928571,13.4,31.60714286,8.4,51.625,9.6,231.7857143,11.1,2.107142857,1.1,42.14285714,6.8,948.2142857,27.9,6.321428571,3,42.14285714,17.3,51.625,12.4,1053.571429,19.5,231.7857143,14.5,10.53571429,3.8,2.633928571,1
6,289,28.9,7.6,7.225,4.3,15.48214286,4.9,14.45,8.3,20.64285714,6.1,37.15714286,3.6,8.257142857,0,25.80357143,14.8,30.96428571,7.2,50.575,14.1,227.0714286,12,2.064285714,0.8,41.28571429,4.2,928.9285714,19.3,6.192857143,3.6,41.28571429,16.3,50.575,11.8,1032.142857,17.6,227.0714286,14,10.32142857,5.7,2.580357143,1
7,256,25.6,5.6,6.4,4.3,13.71428571,7.8,12.8,5.6,18.28571429,9.7,32.91428571,3.7,7.314285714,0,22.85714286,12,27.42857143,8.3,44.8,9,201.1428571,11.9,1.828571429,0.7,36.57142857,6.7,822.8571429,17.2,5.485714286,3.6,36.57142857,19.6,44.8,11.2,914.2857143,21.9,201.1428571,12.4,9.142857143,4.6,2.285714286,1
1,270,27,6.9,6.75,4.4,14.46428571,6.3,13.5,9.4,19.28571429,8.9,34.71428571,3.2,7.714285714,0,24.10714286,14.6,28.92857143,8.1,47.25,12.2,212.1428571,12.8,1.928571429,0.8,38.57142857,5.6,867.8571429,25.3,5.785714286,3.3,38.57142857,15,47.25,11.5,964.2857143,16.3,212.1428571,14.5,9.642857143,5.8,2.410714286,1
2,251,25.1,1.5,6.275,1.7,13.44642857,3.6,12.55,2.4,17.92857143,3.1,32.27142857,2.3,7.171428571,0,22.41071429,4.9,26.89285714,3.4,43.925,7.7,197.2142857,5.3,1.792857143,0.1,35.85714286,2,806.7857143,12.3,5.378571429,1.2,35.85714286,6.3,43.925,6.9,896.4285714,9.8,197.2142857,9.3,8.964285714,1.2,2.241071429,0.9
3,283,28.3,5.6,7.075,3.9,15.16071429,5.1,14.15,7.9,20.21428571,6.4,36.38571429,3,8.085714286,0,25.26785714,12.8,30.32142857,7.9,49.525,13.9,222.3571429,11.6,2.021428571,1,40.42857143,6.5,909.6428571,21.4,6.064285714,3.6,40.42857143,10,49.525,8.8,1010.714286,17,222.3571429,15,10.10714286,3.3,2.526785714,1
4,263,26.3,8.3,6.575,3.2,14.08928571,5.9,13.15,8.1,18.78571429,6.2,33.81428571,3.7,7.514285714,0,23.48214286,13.9,28.17857143,6.1,46.025,11.7,206.6428571,12.2,1.878571429,0.8,37.57142857,4.4,845.3571429,22.6,5.635714286,3.2,37.57142857,16.5,46.025,12,939.2857143,18.2,206.6428571,15.8,9.392857143,5.9,2.348214286,1
5,291,29.1,7.6,7.275,3,15.58928571,8.4,14.55,6.2,20.78571429,6.6,37.41428571,3,8.314285714,0,25.98214286,15.7,31.17857143,7.4,50.925,10.9,228.6428571,12.8,2.078571429,1.2,41.57142857,6.5,935.3571429,21.1,6.235714286,3.7,41.57142857,17.3,50.925,10.9,1039.285714,17.6,228.6428571,12.8,10.39285714,3.1,2.598214286,1
6,274,27.4,5.3,6.85,3.4,14.67857143,6.9,13.7,7.1,19.57142857,7.2,35.22857143,3,7.828571429,0,24.46428571,13.6,29.35714286,6.2,47.95,9.7,215.2857143,12,1.957142857,1,39.14285714,4.5,880.7142857,18.2,5.871428571,3,39.14285714,13.6,47.95,12.7,978.5714286,17.6,215.2857143,13.6,9.785714286,4,2.446428571,1
7,292,29.2,6.1,7.3,3.3,15.64285714,4.3,14.6,9.5,20.85714286,8.5,37.54285714,3.3,8.342857143,0,26.07142857,14.4,31.28571429,8.1,51.1,11,229.4285714,13.1,2.085714286,1.1,41.71428571,6.8,938.5714286,24.9,6.257142857,3.9,41.71428571,15.3,51.1,12.6,1042.857143,19.9,229.4285714,14.4,10.42857143,3.2,2.607142857,1
1,268,26.8,4.9,6.7,2.2,14.35714286,2,13.4,4,19.14285714,2.1,34.45714286,2.8,7.657142857,0,23.92857143,6.5,28.71428571,3.6,46.9,5,210.5714286,4.6,1.914285714,0.4,38.28571429,2.5,861.4285714,10.2,5.742857143,2.9,38.28571429,3.7,46.9,6.5,957.1428571,11.6,210.5714286,10.4,9.571428571,1.5,2.392857143,0.6
2,306,30.6,1.7,7.65,2.3,16.39285714,1.8,15.3,3.2,21.85714286,3.2,39.34285714,1.9,8.742857143,0,27.32142857,6.6,32.78571429,4.7,53.55,4.9,240.4285714,10.1,2.185714286,0.1,43.71428571,2,983.5714286,9.1,6.557142857,1.8,43.71428571,3.3,53.55,6.2,1092.857143,9.2,240.4285714,9.7,10.92857143,2.6,2.732142857,0.3
3,290,29,2.3,7.25,1.9,15.53571429,1,14.5,1.5,20.71428571,4.8,37.28571429,2,8.285714286,0,25.89285714,6.3,31.07142857,3.6,50.75,1.6,227.8571429,8.8,2.071428571,0.1,41.42857143,1.4,932.1428571,9.1,6.214285714,1.9,41.42857143,3.5,50.75,7.3,1035.714286,8.2,227.8571429,9.1,10.35714286,2.9,2.589285714,0
4,258,25.8,2.1,6.45,1.5,13.82142857,3,12.9,1.7,18.42857143,2.1,33.17142857,2.9,7.371428571,0,23.03571429,6.8,27.64285714,4.9,45.15,2.6,202.7142857,5.8,1.842857143,0.2,36.85714286,1,829.2857143,9.9,5.528571429,1.4,36.85714286,4.3,45.15,4.3,921.4285714,6.3,202.7142857,10.7,9.214285714,1.8,2.303571429,0.7
5,259,25.9,6.2,6.475,3.9,13.875,8,12.95,6.1,18.5,6.2,33.3,3.3,7.4,0,23.125,11.7,27.75,6.3,45.325,12.2,203.5,12.5,1.85,1,37,7.8,832.5,24.1,5.55,3.5,37,10.2,45.325,8.1,925,18.4,203.5,12.7,9.25,4.6,2.3125,1
6,255,25.5,7,6.375,3,13.66071429,7.2,12.75,9,18.21428571,7.4,32.78571429,3.2,7.285714286,0,22.76785714,15.8,27.32142857,6.6,44.625,15.5,200.3571429,12.2,1.821428571,0.9,36.42857143,5.3,819.6428571,17.1,5.464285714,3.2,36.42857143,9.2,44.625,13.2,910.7142857,15.2,200.3571429,12.3,9.107142857,4.2,2.276785714,1
7,271,27.1,5.2,6.775,4.7,14.51785714,7,13.55,9.8,19.35714286,5.5,34.84285714,3.8,7.742857143,0,24.19642857,14.9,29.03571429,6.8,47.425,14.6,212.9285714,13.6,1.935714286,0.5,38.71428571,7.2,871.0714286,18.5,5.807142857,3,38.71428571,9.3,47.425,9.3,967.8571429,16.4,212.9285714,11.7,9.678571429,4.3,2.419642857,1
1,258,25.8,5.9,6.45,4.9,13.82142857,6.5,12.9,5.4,18.42857143,6.6,33.17142857,3,7.371428571,0,23.03571429,13.9,27.64285714,7,45.15,10.7,202.7142857,12.1,1.842857143,0.9,36.85714286,4.6,829.2857143,26.3,5.528571429,3,36.85714286,19.7,45.15,8.7,921.4285714,18.7,202.7142857,12.9,9.214285714,3,2.303571429,1
2,304,30.4,1.3,7.6,2,16.28571429,1.3,15.2,2.1,21.71428571,2.5,39.08571429,2.6,8.685714286,0,27.14285714,9.7,32.57142857,4.5,53.2,2.3,238.8571429,9.8,2.171428571,0.1,43.42857143,1.8,977.1428571,15.6,6.514285714,1.4,43.42857143,4.7,53.2,1,1085.714286,6.5,238.8571429,6.3,10.85714286,2.3,2.714285714,0.4
3,298,29.8,4.9,7.45,2.1,15.96428571,3,14.9,1.4,21.28571429,1.5,38.31428571,2.8,8.514285714,0,26.60714286,8.6,31.92857143,3.1,52.15,7.9,234.1428571,9.3,2.128571429,0.3,42.57142857,3.8,957.8571429,9.2,6.385714286,2.3,42.57142857,5.3,52.15,2.7,1064.285714,8.8,234.1428571,7,10.64285714,2.2,2.660714286,0.2
4,302,30.2,3.7,7.55,1.6,16.17857143,1.6,15.1,4.8,21.57142857,4.6,38.82857143,1.7,8.628571429,0,26.96428571,6,32.35714286,4.5,52.85,3.9,237.2857143,10.3,2.157142857,0.1,43.14285714,3.4,970.7142857,11.8,6.471428571,2.6,43.14285714,4.9,52.85,2.2,1078.571429,9.6,237.2857143,9.7,10.78571429,2.8,2.696428571,0.9
5,279,27.9,6.1,6.975,4.7,14.94642857,5.6,13.95,8.4,19.92857143,8.2,35.87142857,3.9,7.971428571,0,24.91071429,14.6,29.89285714,7.9,48.825,15.2,219.2142857,11.9,1.992857143,0.6,39.85714286,5.9,896.7857143,19.2,5.978571429,3.6,39.85714286,16.1,48.825,13.4,996.4285714,16.9,219.2142857,11.6,9.964285714,4.1,2.491071429,1
6,277,27.7,8.4,6.925,4.9,14.83928571,7.8,13.85,9.9,19.78571429,7.5,35.61428571,3.2,7.914285714,0,24.73214286,15.3,29.67857143,7.4,48.475,15.1,217.6428571,12.9,1.978571429,0.6,39.57142857,7.7,890.3571429,26.2,5.935714286,3.6,39.57142857,16.7,48.475,10.9,989.2857143,18.1,217.6428571,15.4,9.892857143,4.6,2.473214286,1
7,266,26.6,5.9,6.65,4.5,14.25,4.8,13.3,9.9,19,6.3,34.2,3.6,7.6,0,23.75,11,28.5,6.6,46.55,9.6,209,12.8,1.9,1.2,38,4.3,855,24.9,5.7,3.4,38,11.4,46.55,13.5,950,17.1,209,14.6,9.5,3.8,2.375,1
1,296,29.6,6.1,7.4,4.6,15.85714286,8.3,14.8,5.4,21.14285714,5,38.05714286,3,8.457142857,0,26.42857143,12.7,31.71428571,6.9,51.8,10.4,232.5714286,12.5,2.114285714,0.8,42.28571429,7.5,951.4285714,23.5,6.342857143,3.3,42.28571429,18.7,51.8,13.2,1057.142857,18,232.5714286,14.4,10.57142857,5.3,2.642857143,1
2,257,25.7,2.9,6.425,1.9,13.76785714,1.4,12.85,2.5,18.35714286,1.5,33.04285714,1.9,7.342857143,0,22.94642857,7.3,27.53571429,3.9,44.975,1.3,201.9285714,6.1,1.835714286,0.2,36.71428571,3.1,826.0714286,13.5,5.507142857,1.3,36.71428571,4.9,44.975,3.7,917.8571429,12.3,201.9285714,7.6,9.178571429,1.3,2.294642857,0.5
3,278,27.8,3.3,6.95,1.2,14.89285714,3,13.9,2.1,19.85714286,1.8,35.74285714,2.3,7.942857143,0,24.82142857,9.1,29.78571429,4.6,48.65,2.2,218.4285714,6.8,1.985714286,0.2,39.71428571,3.8,893.5714286,10.3,5.957142857,1.4,39.71428571,7.3,48.65,4.8,992.8571429,10.2,218.4285714,9,9.928571429,1.6,2.482142857,0.9
4,267,26.7,8.6,6.675,4.2,14.30357143,8.7,13.35,8.8,19.07142857,9.3,34.32857143,3.1,7.628571429,0,23.83928571,12.5,28.60714286,8.7,46.725,9.6,209.7857143,11.2,1.907142857,1,38.14285714,4.3,858.2142857,17.5,5.721428571,3,38.14285714,10.1,46.725,14.7,953.5714286,14.3,209.7857143,15.1,9.535714286,3.8,2.383928571,1
5,280,28,6,7,4.6,15,8.4,14,5.7,20,8.1,36,3.2,8,0,25,14.8,30,7.8,49,10.6,220,13.2,2,0.8,40,4.3,900,17,6,3.5,40,19.9,49,10.8,1000,16.5,220,14.3,10,5.3,2.5,1
6,272,27.2,1.2,6.8,1.3,14.57142857,3.2,13.6,1.4,19.42857143,3.6,34.97142857,1.5,7.771428571,0,24.28571429,8.7,29.14285714,5,47.6,5.7,213.7142857,10,1.942857143,0.2,38.85714286,1.7,874.2857143,10.1,5.828571429,1.1,38.85714286,4.2,47.6,7.2,971.4285714,7.8,213.7142857,7.4,9.714285714,1.2,2.428571429,0.5
7,267,26.7,2,6.675,1.1,14.30357143,2,13.35,2.8,19.07142857,4.1,34.32857143,1.8,7.628571429,0,23.83928571,10.9,28.60714286,3.5,46.725,4.2,209.7857143,8.1,1.907142857,0.1,38.14285714,3,858.2142857,9.2,5.721428571,2.8,38.14285714,5.9,46.725,4.5,953.5714286,7.2,209.7857143,10,9.535714286,1.1,2.383928571,0.9
1,274,27.4,8.3,6.85,3.5,14.67857143,8.3,13.7,8.2,19.57142857,7,35.22857143,3.5,7.828571429,0,24.46428571,11.5,29.35714286,6.1,47.95,12.9,215.2857143,11,1.957142857,1,39.14285714,5.5,880.7142857,17.5,5.871428571,3.3,39.14285714,15.4,47.95,12.6,978.5714286,21.7,215.2857143,15.8,9.785714286,3.7,2.446428571,1
2,277,27.7,4.6,6.925,1,14.83928571,1.7,13.85,4.7,19.78571429,3.5,35.61428571,1.4,7.914285714,0,24.73214286,8.8,29.67857143,4.5,48.475,8.4,217.6428571,7.3,1.978571429,0.4,39.57142857,2.6,890.3571429,15.5,5.935714286,1.4,39.57142857,6.4,48.475,6.3,989.2857143,9.2,217.6428571,8.6,9.892857143,1.9,2.473214286,0.3
3,276,27.6,1.2,6.9,1.3,14.78571429,1.1,13.8,3.9,19.71428571,3,35.48571429,1.4,7.885714286,0,24.64285714,7.9,29.57142857,2.3,48.3,7.4,216.8571429,5.8,1.971428571,0.3,39.42857143,1.3,887.1428571,16.4,5.914285714,1.9,39.42857143,5.7,48.3,4.8,985.7142857,10.5,216.8571429,8.8,9.857142857,1.7,2.464285714,0.2
4,297,29.7,1.3,7.425,2.7,15.91071429,3.8,14.85,2.2,21.21428571,1.2,38.18571429,2.5,8.485714286,0,26.51785714,5.9,31.82142857,4.7,51.975,1.1,233.3571429,8.6,2.121428571,0.3,42.42857143,1.1,954.6428571,11,6.364285714,1,42.42857143,7.6,51.975,6.2,1060.714286,13.9,233.3571429,8.7,10.60714286,2.5,2.651785714,0.2
5,302,30.2,8.3,7.55,4.9,16.17857143,8.3,15.1,6.2,21.57142857,6.9,38.82857143,3.8,8.628571429,0,26.96428571,12,32.35714286,6.4,52.85,10.5,237.2857143,11.8,2.157142857,1,43.14285714,4.1,970.7142857,21.9,6.471428571,3.4,43.14285714,10.7,52.85,13.1,1078.571429,17.6,237.2857143,11,10.78571429,4,2.696428571,1
6,284,28.4,1.4,7.1,2.1,15.21428571,2.3,14.2,1.3,20.28571429,3.3,36.51428571,1.8,8.114285714,0,25.35714286,4.2,30.42857143,2.5,49.7,6.5,223.1428571,5.6,2.028571429,0.2,40.57142857,3,912.8571429,16.3,6.085714286,2.9,40.57142857,4.2,49.7,4,1014.285714,13.7,223.1428571,7.2,10.14285714,2.4,2.535714286,0.6
7,265,26.5,2,6.625,2.6,14.19642857,2.3,13.25,3.3,18.92857143,3.8,34.07142857,1.8,7.571428571,0,23.66071429,8,28.39285714,5.1,46.375,3.1,208.2142857,8.8,1.892857143,0.1,37.85714286,2.6,851.7857143,11.2,5.678571429,2.2,37.85714286,2.9,46.375,7.9,946.4285714,13.7,208.2142857,10.7,9.464285714,2.5,2.366071429,0.6
1,255,25.5,6.2,6.375,3.1,13.66071429,8.5,12.75,6.8,18.21428571,6.4,32.78571429,3.7,7.285714286,0,22.76785714,12.9,27.32142857,8.2,44.625,13,200.3571429,12.3,1.821428571,1.2,36.42857143,5,819.6428571,22.7,5.464285714,3,36.42857143,15.3,44.625,8,910.7142857,20.4,200.3571429,14.5,9.107142857,3.2,2.276785714,1
2,293,29.3,8.9,7.325,3.5,15.69642857,6.4,14.65,8.9,20.92857143,8.8,37.67142857,3.1,8.371428571,0,26.16071429,12.9,31.39285714,6.5,51.275,13.4,230.2142857,11.4,2.092857143,0.6,41.85714286,7.9,941.7857143,26.8,6.278571429,3.5,41.85714286,20.9,51.275,9.9,1046.428571,19.1,230.2142857,14.9,10.46428571,5.8,2.616071429,1
3,274,27.4,2,6.85,2.6,14.67857143,3.1,13.7,2.1,19.57142857,1.7,35.22857143,2.9,7.828571429,0,24.46428571,4.2,29.35714286,4.2,47.95,6.2,215.2857143,10.6,1.957142857,0.4,39.14285714,3.7,880.7142857,12.3,5.871428571,2.4,39.14285714,4.4,47.95,2.7,978.5714286,11,215.2857143,8.9,9.785714286,1.6,2.446428571,0.1
4,257,25.7,8.4,6.425,3.3,13.76785714,8.1,12.85,8,18.35714286,8.4,33.04285714,3.1,7.342857143,0,22.94642857,13.3,27.53571429,8.6,44.975,10.2,201.9285714,13.3,1.835714286,1,36.71428571,5.3,826.0714286,23.2,5.507142857,3.8,36.71428571,13.8,44.975,10.3,917.8571429,19.3,201.9285714,13.9,9.178571429,5.5,2.294642857,1
